,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
21,me,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.7536148,1.19339,1728.0,state,fb-survey
22,mi,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,46.1397964,0.5041078,9779.054,state,fb-survey
23,mn,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.9993917,0.7401028,4518.4562,state,fb-survey
24,mo,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,46.0164655,0.7079261,4956.7693,state,fb-survey
25,ms,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,45.4979292,1.0840977,2109.9286,state,fb-survey
26,mt,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.2832505,1.3299977,1411.6464,state,fb-survey
27,nc,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,44.9639837,0.5544095,8051.0112,state,fb-survey
28,nd,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.70735,1.7342763,830.6404,state,fb-survey
29,ne,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.9777325,1.174768,1810.7323,state,fb-survey
30,nh,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,45.2295766,1.2157585,1676.0,state,fb-survey
31,nj,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.177306,0.637075,6044.9981,state,fb-survey
32,nm,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,42.6089029,1.1971093,1706.3859,state,fb-survey
33,nv,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,41.9062485,1.120862,1937.7777,state,fb-survey
34,ny,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.8406143,0.4440917,12484.0,state,fb-survey
35,oh,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,50.3028393,0.4982251,10071.0082,state,fb-survey
36,ok,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.6534723,0.8201028,3714.3971,state,fb-survey
37,or,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.8216883,0.7663416,4191.9197,state,fb-survey
38,pa,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.2936936,0.4698785,11310.0048,state,fb-survey
39,ri,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,45.7813447,1.6088387,958.986,state,fb-survey
40,sc,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,46.2302808,0.7137107,4880.0002,state,fb-survey
41,sd,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.2955189,1.5379658,1055.7028,state,fb-survey
42,tn,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,46.7650983,0.6591333,5730.2267,state,fb-survey
